id,text,user_age,platform,toxicity_score,label
8496,Let's meet up this weekend.,14,Twitter,0.06,0
8497,Happy birthday! Hope you have a great day.,18,Instagram,0.21,0
8498,Nobody wants to be your friend.,15,TikTok,0.54,1
8499,Good luck on your exam tomorrow!,16,Snapchat,0.06,0
8500,"You're so ugly, no one likes you!",13,Twitter,0.72,1
8501,"You're so ugly, no one likes you!",16,TikTok,0.8,1
8502,You should just quit social media.,15,Facebook,0.57,1
8503,"Nice post! Just kidding, it's terrible.",18,TikTok,0.72,1
8504,I can't believe how dumb you are.,16,Snapchat,0.75,1
8505,"That was a fun game, well played!",13,Snapchat,0.33,0
8506,"You're worthless, just disappear.",15,Twitter,0.64,1
8507,That's a cool picture!,14,Facebook,0.11,0
8508,"You're worthless, just disappear.",12,Twitter,0.86,1
8509,Good luck on your exam tomorrow!,10,Snapchat,0.05,0
8510,Good luck on your exam tomorrow!,17,Facebook,0.26,0
8511,Happy birthday! Hope you have a great day.,16,Twitter,0.04,0
8512,Nobody wants to be your friend.,13,TikTok,0.81,1
8513,Good luck on your exam tomorrow!,12,TikTok,0.35,0
8514,I can't believe how dumb you are.,13,Instagram,0.66,1
8515,Happy birthday! Hope you have a great day.,12,Twitter,0.31,0
8516,"Nice post! Just kidding, it's terrible.",18,Twitter,0.82,1
8517,"You're so ugly, no one likes you!",18,Twitter,0.54,1
8518,"Hey, how's your day going?",10,TikTok,0.05,0
8519,That's a cool picture!,15,Facebook,0.1,0
8520,"Hey, how's your day going?",14,Instagram,0.39,0
8521,Nobody wants to be your friend.,13,TikTok,0.72,1
8522,I love your new post!,14,TikTok,0.23,0
8523,Let's meet up this weekend.,15,Snapchat,0.02,0
8524,"Nice post! Just kidding, it's terrible.",13,Twitter,0.52,1
8525,I love your new post!,18,Snapchat,0.16,0
8526,"Nice post! Just kidding, it's terrible.",16,Twitter,0.62,1
8527,Nobody wants to be your friend.,13,Instagram,0.98,1
8528,"Hey, how's your day going?",17,Twitter,0.03,0
8529,"That was a fun game, well played!",14,Facebook,0.35,0
8530,That's a cool picture!,14,Instagram,0.11,0
8531,"You're worthless, just disappear.",18,Instagram,0.93,1
8532,Good luck on your exam tomorrow!,16,TikTok,0.1,0
8533,"Nice post! Just kidding, it's terrible.",13,Facebook,0.84,1
8534,"Nice post! Just kidding, it's terrible.",13,Facebook,0.9,1
8535,"You're worthless, just disappear.",17,Snapchat,0.96,1
8536,"Nice post! Just kidding, it's terrible.",16,Snapchat,0.84,1
8537,"You're so ugly, no one likes you!",18,Snapchat,0.94,1
8538,Happy birthday! Hope you have a great day.,10,Snapchat,0.28,0
8539,Nobody wants to be your friend.,14,Instagram,0.76,1
8540,I love your new post!,15,TikTok,0.1,0
8541,You should just quit social media.,14,TikTok,0.81,1
8542,"You're such a loser, go away!",16,Facebook,0.59,1
8543,Happy birthday! Hope you have a great day.,11,Facebook,0.0,0
8544,"You're so ugly, no one likes you!",14,Twitter,0.96,1
8545,That's a cool picture!,12,Snapchat,0.19,0
8546,"You're such a loser, go away!",15,Facebook,0.73,1
8547,Happy birthday! Hope you have a great day.,10,Twitter,0.22,0
8548,"You're worthless, just disappear.",14,Snapchat,0.94,1
8549,"You're worthless, just disappear.",10,Snapchat,0.5,1
8550,"You're worthless, just disappear.",15,Twitter,0.59,1
8551,Good luck on your exam tomorrow!,17,Facebook,0.16,0
8552,"You're so ugly, no one likes you!",14,Facebook,0.78,1
8553,"You're such a loser, go away!",11,Instagram,0.76,1
8554,"You're worthless, just disappear.",15,Instagram,0.76,1
8555,Happy birthday! Hope you have a great day.,17,Snapchat,0.07,0
8556,That's a cool picture!,14,Instagram,0.27,0
8557,"You're worthless, just disappear.",17,Instagram,0.77,1
8558,You should just quit social media.,14,Twitter,0.65,1
8559,"Hey, how's your day going?",10,Twitter,0.16,0
8560,"Hey, how's your day going?",14,Twitter,0.03,0
8561,"You're so ugly, no one likes you!",17,Snapchat,0.96,1
8562,That's a cool picture!,14,Facebook,0.29,0
8563,That's a cool picture!,11,TikTok,0.08,0
8564,I can't believe how dumb you are.,13,TikTok,0.67,1
8565,"Hey, how's your day going?",11,Facebook,0.05,0
8566,Let's meet up this weekend.,18,Snapchat,0.03,0
8567,"Nice post! Just kidding, it's terrible.",17,TikTok,0.59,1
8568,Good luck on your exam tomorrow!,11,TikTok,0.38,0
8569,"You're such a loser, go away!",16,TikTok,0.99,1
8570,That's a cool picture!,16,Facebook,0.38,0
8571,"That was a fun game, well played!",13,Instagram,0.17,0
8572,Happy birthday! Hope you have a great day.,13,Facebook,0.29,0
8573,Good luck on your exam tomorrow!,15,Snapchat,0.13,0
8574,I love your new post!,17,Snapchat,0.21,0
8575,I love your new post!,17,Twitter,0.24,0
8576,You should just quit social media.,15,Facebook,0.57,1
8577,"That was a fun game, well played!",12,TikTok,0.24,0
8578,You should just quit social media.,11,Facebook,0.77,1
8579,"You're so ugly, no one likes you!",17,TikTok,0.79,1
8580,"You're such a loser, go away!",18,Snapchat,0.86,1
8581,"Nice post! Just kidding, it's terrible.",16,Snapchat,0.58,1
8582,"Hey, how's your day going?",18,Instagram,0.24,0
8583,"Hey, how's your day going?",11,Facebook,0.1,0
8584,"That was a fun game, well played!",18,Instagram,0.18,0
8585,Good luck on your exam tomorrow!,11,Instagram,0.29,0
8586,"Hey, how's your day going?",10,Facebook,0.28,0
8587,Happy birthday! Hope you have a great day.,17,Snapchat,0.11,0
8588,"You're such a loser, go away!",18,Facebook,0.69,1
8589,Good luck on your exam tomorrow!,16,Twitter,0.23,0
8590,"Hey, how's your day going?",16,TikTok,0.21,0
8591,Nobody wants to be your friend.,14,Instagram,0.52,1
8592,"You're worthless, just disappear.",14,Facebook,0.6,1
8593,"That was a fun game, well played!",18,Instagram,0.26,0
8594,I can't believe how dumb you are.,15,Twitter,0.58,1
8595,Good luck on your exam tomorrow!,18,TikTok,0.2,0
8596,"Hey, how's your day going?",17,Instagram,0.26,0
8597,Nobody wants to be your friend.,17,Instagram,0.84,1
8598,Good luck on your exam tomorrow!,13,Snapchat,0.2,0
8599,Good luck on your exam tomorrow!,14,Facebook,0.17,0
8600,"That was a fun game, well played!",11,Instagram,0.22,0
8601,I can't believe how dumb you are.,12,Snapchat,0.63,1
8602,"Nice post! Just kidding, it's terrible.",17,Snapchat,0.85,1
8603,"Hey, how's your day going?",18,Snapchat,0.31,0
8604,"You're so ugly, no one likes you!",16,Facebook,0.64,1
8605,Let's meet up this weekend.,10,Instagram,0.0,0
8606,"Nice post! Just kidding, it's terrible.",14,TikTok,0.77,1
8607,"You're such a loser, go away!",18,Facebook,0.81,1
8608,Nobody wants to be your friend.,15,Snapchat,0.57,1
8609,You should just quit social media.,11,Instagram,0.64,1
8610,"Nice post! Just kidding, it's terrible.",11,Instagram,0.65,1
8611,"Nice post! Just kidding, it's terrible.",10,Instagram,0.57,1
8612,I can't believe how dumb you are.,17,Instagram,0.75,1
8613,You should just quit social media.,15,TikTok,0.53,1
8614,"Nice post! Just kidding, it's terrible.",10,TikTok,0.67,1
8615,"You're so ugly, no one likes you!",15,Twitter,0.58,1
8616,"That was a fun game, well played!",11,Instagram,0.36,0
8617,Happy birthday! Hope you have a great day.,18,Twitter,0.26,0
8618,I love your new post!,13,Facebook,0.21,0
8619,"That was a fun game, well played!",18,Instagram,0.33,0
8620,Good luck on your exam tomorrow!,14,Twitter,0.04,0
8621,"Nice post! Just kidding, it's terrible.",14,TikTok,0.85,1
8622,I can't believe how dumb you are.,13,Instagram,0.72,1
8623,"Hey, how's your day going?",17,Snapchat,0.03,0
8624,"You're so ugly, no one likes you!",13,Snapchat,0.8,1
8625,I can't believe how dumb you are.,12,TikTok,0.9,1
8626,"Hey, how's your day going?",12,Snapchat,0.38,0
8627,"You're worthless, just disappear.",13,Twitter,0.56,1
8628,Nobody wants to be your friend.,11,Facebook,0.64,1
8629,Let's meet up this weekend.,17,Twitter,0.26,0
8630,"Nice post! Just kidding, it's terrible.",14,TikTok,0.84,1
8631,You should just quit social media.,18,Facebook,0.61,1
8632,I can't believe how dumb you are.,17,Instagram,0.64,1
8633,Happy birthday! Hope you have a great day.,14,Facebook,0.11,0
8634,"Hey, how's your day going?",13,Instagram,0.25,0
8635,Good luck on your exam tomorrow!,10,Twitter,0.31,0
8636,I love your new post!,13,TikTok,0.21,0
8637,That's a cool picture!,11,Instagram,0.3,0
8638,Nobody wants to be your friend.,13,TikTok,0.67,1
8639,"You're so ugly, no one likes you!",10,Twitter,0.7,1
8640,Nobody wants to be your friend.,12,Twitter,0.67,1
8641,I can't believe how dumb you are.,16,Facebook,0.63,1
8642,"Hey, how's your day going?",11,Snapchat,0.22,0
8643,I love your new post!,13,Snapchat,0.17,0
8644,"You're such a loser, go away!",11,Instagram,0.82,1
8645,Nobody wants to be your friend.,12,Snapchat,0.59,1
8646,"You're such a loser, go away!",17,Twitter,0.59,1
8647,Happy birthday! Hope you have a great day.,11,Instagram,0.38,0
8648,You should just quit social media.,11,TikTok,0.79,1
8649,That's a cool picture!,17,Instagram,0.38,0
8650,Let's meet up this weekend.,16,Twitter,0.19,0
8651,I can't believe how dumb you are.,16,Facebook,0.75,1
8652,Happy birthday! Hope you have a great day.,18,Instagram,0.36,0
8653,"You're such a loser, go away!",13,Instagram,0.8,1
8654,"You're so ugly, no one likes you!",11,TikTok,0.53,1
8655,"You're so ugly, no one likes you!",14,Twitter,0.62,1
8656,Nobody wants to be your friend.,10,Facebook,0.6,1
8657,"That was a fun game, well played!",15,Twitter,0.14,0
8658,Let's meet up this weekend.,15,TikTok,0.22,0
8659,"You're so ugly, no one likes you!",15,TikTok,0.61,1
8660,I can't believe how dumb you are.,18,Twitter,0.63,1
8661,Happy birthday! Hope you have a great day.,17,Instagram,0.03,0
8662,Happy birthday! Hope you have a great day.,15,Instagram,0.25,0
8663,Good luck on your exam tomorrow!,13,TikTok,0.22,0
8664,"You're so ugly, no one likes you!",10,Twitter,0.66,1
8665,"That was a fun game, well played!",10,Facebook,0.21,0
8666,"Nice post! Just kidding, it's terrible.",15,TikTok,0.62,1
8667,Let's meet up this weekend.,14,Facebook,0.15,0
8668,"Hey, how's your day going?",16,Snapchat,0.02,0
8669,That's a cool picture!,11,TikTok,0.08,0
8670,"Nice post! Just kidding, it's terrible.",18,TikTok,0.81,1
8671,"You're worthless, just disappear.",17,Instagram,0.68,1
8672,I love your new post!,13,Instagram,0.37,0
8673,I can't believe how dumb you are.,14,Snapchat,0.9,1
8674,Happy birthday! Hope you have a great day.,13,TikTok,0.17,0
8675,"You're such a loser, go away!",17,Twitter,0.88,1
8676,"Hey, how's your day going?",11,Facebook,0.33,0
8677,Nobody wants to be your friend.,17,TikTok,0.87,1
8678,"You're so ugly, no one likes you!",12,Instagram,0.76,1
8679,"Nice post! Just kidding, it's terrible.",16,Facebook,0.75,1
8680,Happy birthday! Hope you have a great day.,13,Facebook,0.19,0
8681,"That was a fun game, well played!",13,Facebook,0.38,0
8682,I love your new post!,17,Twitter,0.19,0
8683,"Hey, how's your day going?",13,Facebook,0.24,0
8684,I love your new post!,12,Instagram,0.14,0
8685,"You're so ugly, no one likes you!",17,Instagram,0.53,1
8686,You should just quit social media.,16,TikTok,0.94,1
8687,You should just quit social media.,17,Snapchat,0.78,1
8688,Let's meet up this weekend.,13,TikTok,0.22,0
8689,Happy birthday! Hope you have a great day.,13,TikTok,0.23,0
8690,You should just quit social media.,17,Snapchat,0.9,1
8691,"You're such a loser, go away!",16,Facebook,0.74,1
8692,Good luck on your exam tomorrow!,13,Facebook,0.0,0
8693,Let's meet up this weekend.,14,TikTok,0.19,0
8694,"You're so ugly, no one likes you!",11,Twitter,0.66,1
8695,"You're such a loser, go away!",10,Facebook,1.0,1
8696,That's a cool picture!,13,Snapchat,0.32,0
8697,"That was a fun game, well played!",18,Facebook,0.06,0
8698,You should just quit social media.,15,Snapchat,0.9,1
8699,Good luck on your exam tomorrow!,10,Facebook,0.26,0
8700,You should just quit social media.,18,TikTok,0.63,1
8701,Let's meet up this weekend.,14,TikTok,0.0,0
8702,Happy birthday! Hope you have a great day.,10,Snapchat,0.08,0
8703,Happy birthday! Hope you have a great day.,10,Snapchat,0.08,0
8704,Nobody wants to be your friend.,17,Twitter,1.0,1
8705,You should just quit social media.,15,Instagram,0.99,1
8706,"You're worthless, just disappear.",17,Twitter,0.77,1
8707,"You're worthless, just disappear.",15,TikTok,0.7,1
8708,Happy birthday! Hope you have a great day.,12,TikTok,0.29,0
8709,That's a cool picture!,12,Twitter,0.05,0
8710,"You're so ugly, no one likes you!",13,Facebook,0.65,1
8711,I love your new post!,13,Twitter,0.31,0
8712,Let's meet up this weekend.,18,Facebook,0.3,0
8713,"You're such a loser, go away!",11,Snapchat,0.69,1
8714,That's a cool picture!,17,Facebook,0.05,0
8715,"Nice post! Just kidding, it's terrible.",11,Instagram,0.81,1
8716,Happy birthday! Hope you have a great day.,17,Instagram,0.02,0
8717,I can't believe how dumb you are.,14,Twitter,0.69,1
8718,Let's meet up this weekend.,13,Twitter,0.4,0
8719,Nobody wants to be your friend.,15,Snapchat,0.61,1
8720,Let's meet up this weekend.,11,Facebook,0.13,0
8721,"Hey, how's your day going?",18,Instagram,0.4,0
8722,"You're such a loser, go away!",14,Twitter,0.96,1
8723,I love your new post!,12,Twitter,0.26,0
8724,"That was a fun game, well played!",17,Instagram,0.21,0
8725,You should just quit social media.,11,Facebook,0.62,1
8726,I can't believe how dumb you are.,17,TikTok,0.54,1
8727,Happy birthday! Hope you have a great day.,18,Snapchat,0.34,0
8728,"That was a fun game, well played!",14,Facebook,0.39,0
8729,"You're so ugly, no one likes you!",10,Facebook,0.9,1
8730,"Nice post! Just kidding, it's terrible.",17,Snapchat,0.51,1
8731,Let's meet up this weekend.,18,TikTok,0.29,0
8732,I love your new post!,18,TikTok,0.1,0
8733,Happy birthday! Hope you have a great day.,17,TikTok,0.01,0
8734,Happy birthday! Hope you have a great day.,11,Instagram,0.01,0
8735,"You're worthless, just disappear.",16,Twitter,0.79,1
8736,"That was a fun game, well played!",14,Twitter,0.11,0
8737,Nobody wants to be your friend.,10,Snapchat,0.64,1
8738,Happy birthday! Hope you have a great day.,18,TikTok,0.07,0
8739,I love your new post!,10,Facebook,0.22,0
8740,Let's meet up this weekend.,16,Snapchat,0.3,0
8741,"You're worthless, just disappear.",16,Snapchat,0.82,1
8742,"Nice post! Just kidding, it's terrible.",15,Instagram,0.75,1
8743,That's a cool picture!,10,Twitter,0.05,0
8744,"You're so ugly, no one likes you!",14,TikTok,0.81,1
8745,Happy birthday! Hope you have a great day.,10,Facebook,0.19,0
8746,"That was a fun game, well played!",16,TikTok,0.15,0
8747,I can't believe how dumb you are.,17,Snapchat,0.88,1
8748,I love your new post!,11,Snapchat,0.28,0
8749,"You're so ugly, no one likes you!",12,Twitter,0.99,1
8750,"You're so ugly, no one likes you!",18,Facebook,0.56,1
8751,Good luck on your exam tomorrow!,13,Snapchat,0.27,0
8752,"Hey, how's your day going?",10,Twitter,0.2,0
8753,"Nice post! Just kidding, it's terrible.",16,Twitter,0.63,1
8754,That's a cool picture!,12,Twitter,0.21,0
8755,That's a cool picture!,16,TikTok,0.25,0
8756,"You're worthless, just disappear.",18,Snapchat,0.56,1
8757,"That was a fun game, well played!",11,TikTok,0.39,0
8758,Happy birthday! Hope you have a great day.,17,Twitter,0.3,0
8759,"You're such a loser, go away!",12,Instagram,0.55,1
8760,That's a cool picture!,18,Facebook,0.36,0
8761,"You're such a loser, go away!",15,TikTok,0.96,1
8762,Let's meet up this weekend.,11,TikTok,0.0,0
8763,I can't believe how dumb you are.,18,Twitter,0.88,1
8764,Nobody wants to be your friend.,14,Snapchat,0.75,1
8765,Good luck on your exam tomorrow!,17,Facebook,0.08,0
8766,"You're worthless, just disappear.",17,Snapchat,0.84,1
8767,That's a cool picture!,15,Twitter,0.06,0
8768,Good luck on your exam tomorrow!,11,Instagram,0.19,0
8769,"You're worthless, just disappear.",11,Instagram,0.5,1
8770,Nobody wants to be your friend.,15,Twitter,0.67,1
8771,"Hey, how's your day going?",14,TikTok,0.12,0
8772,"You're so ugly, no one likes you!",12,Facebook,0.98,1
8773,Let's meet up this weekend.,13,Twitter,0.2,0
8774,"Nice post! Just kidding, it's terrible.",14,TikTok,0.51,1
8775,Nobody wants to be your friend.,17,Snapchat,0.56,1
8776,"You're worthless, just disappear.",11,TikTok,0.85,1
8777,I love your new post!,16,TikTok,0.31,0
8778,"You're worthless, just disappear.",15,Snapchat,0.67,1
8779,Good luck on your exam tomorrow!,12,TikTok,0.32,0
8780,Happy birthday! Hope you have a great day.,13,Facebook,0.19,0
8781,"You're so ugly, no one likes you!",17,Instagram,0.79,1
8782,"Hey, how's your day going?",14,Twitter,0.1,0
8783,"You're worthless, just disappear.",15,Twitter,0.91,1
8784,Good luck on your exam tomorrow!,16,Instagram,0.02,0
8785,You should just quit social media.,11,Snapchat,0.94,1
8786,"Hey, how's your day going?",15,Facebook,0.34,0
8787,Good luck on your exam tomorrow!,10,Facebook,0.12,0
8788,"You're such a loser, go away!",14,Snapchat,0.87,1
8789,You should just quit social media.,14,Snapchat,0.51,1
8790,"You're so ugly, no one likes you!",18,Snapchat,0.78,1
8791,I can't believe how dumb you are.,14,Twitter,0.79,1
8792,"You're so ugly, no one likes you!",10,TikTok,0.68,1
8793,"You're worthless, just disappear.",15,TikTok,0.55,1
8794,I love your new post!,12,TikTok,0.09,0
8795,"You're so ugly, no one likes you!",16,Instagram,0.68,1
8796,You should just quit social media.,17,Snapchat,0.55,1
8797,Good luck on your exam tomorrow!,15,Twitter,0.36,0
8798,"You're worthless, just disappear.",16,Instagram,0.96,1
8799,Happy birthday! Hope you have a great day.,12,TikTok,0.21,0
8800,I can't believe how dumb you are.,14,Twitter,1.0,1
8801,Let's meet up this weekend.,18,TikTok,0.32,0
8802,"That was a fun game, well played!",15,Facebook,0.21,0
8803,"Nice post! Just kidding, it's terrible.",13,Snapchat,0.97,1
8804,"You're such a loser, go away!",13,Snapchat,0.55,1
8805,"You're such a loser, go away!",10,Snapchat,0.98,1
8806,"You're worthless, just disappear.",17,Instagram,0.59,1
8807,I can't believe how dumb you are.,18,Facebook,0.53,1
8808,"That was a fun game, well played!",15,Twitter,0.09,0
8809,"You're worthless, just disappear.",18,TikTok,0.64,1
8810,"You're worthless, just disappear.",10,Snapchat,0.91,1
8811,"You're so ugly, no one likes you!",18,Instagram,0.89,1
8812,Nobody wants to be your friend.,16,Facebook,0.97,1
8813,"That was a fun game, well played!",11,Instagram,0.01,0
8814,I can't believe how dumb you are.,15,TikTok,0.71,1
8815,Good luck on your exam tomorrow!,12,TikTok,0.02,0
8816,That's a cool picture!,13,Twitter,0.13,0
8817,I love your new post!,10,Twitter,0.03,0
8818,"That was a fun game, well played!",14,Facebook,0.3,0
8819,Happy birthday! Hope you have a great day.,17,Twitter,0.18,0
8820,Happy birthday! Hope you have a great day.,15,Instagram,0.21,0
8821,That's a cool picture!,16,Facebook,0.18,0
8822,Nobody wants to be your friend.,10,Facebook,0.75,1
8823,I can't believe how dumb you are.,16,Instagram,0.91,1
8824,"You're worthless, just disappear.",13,TikTok,0.56,1
8825,"You're such a loser, go away!",13,Snapchat,0.57,1
8826,I love your new post!,11,Twitter,0.12,0
8827,"You're worthless, just disappear.",18,Instagram,0.7,1
8828,You should just quit social media.,11,TikTok,0.94,1
8829,You should just quit social media.,16,Twitter,0.62,1
8830,That's a cool picture!,18,Twitter,0.1,0
8831,That's a cool picture!,16,Instagram,0.09,0
8832,"You're so ugly, no one likes you!",11,Twitter,0.6,1
8833,"Nice post! Just kidding, it's terrible.",12,Twitter,0.87,1
8834,That's a cool picture!,15,Twitter,0.38,0
8835,"That was a fun game, well played!",14,Snapchat,0.07,0
8836,I love your new post!,10,Facebook,0.16,0
8837,Nobody wants to be your friend.,12,Facebook,0.6,1
8838,"Nice post! Just kidding, it's terrible.",17,Twitter,0.82,1
8839,Good luck on your exam tomorrow!,14,Instagram,0.28,0
8840,"Nice post! Just kidding, it's terrible.",12,Twitter,0.66,1
8841,I love your new post!,18,TikTok,0.17,0
8842,I love your new post!,18,Twitter,0.01,0
8843,"Hey, how's your day going?",17,Instagram,0.17,0
8844,"That was a fun game, well played!",12,TikTok,0.09,0
8845,Nobody wants to be your friend.,16,TikTok,0.54,1
8846,"That was a fun game, well played!",13,Facebook,0.06,0
8847,"You're so ugly, no one likes you!",12,Facebook,0.58,1
8848,Let's meet up this weekend.,10,Snapchat,0.12,0
8849,Nobody wants to be your friend.,15,Snapchat,0.7,1
8850,"Hey, how's your day going?",13,Facebook,0.28,0
8851,Nobody wants to be your friend.,12,TikTok,0.95,1
8852,You should just quit social media.,10,Twitter,0.77,1
8853,"That was a fun game, well played!",14,Facebook,0.16,0
8854,Good luck on your exam tomorrow!,10,Snapchat,0.14,0
8855,"You're worthless, just disappear.",11,Twitter,0.77,1
8856,Happy birthday! Hope you have a great day.,13,Snapchat,0.24,0
8857,"You're so ugly, no one likes you!",10,TikTok,0.93,1
8858,You should just quit social media.,12,TikTok,0.92,1
8859,Let's meet up this weekend.,14,Twitter,0.37,0
8860,Good luck on your exam tomorrow!,14,Snapchat,0.32,0
8861,I can't believe how dumb you are.,13,TikTok,0.92,1
8862,Good luck on your exam tomorrow!,15,Snapchat,0.29,0
8863,"You're so ugly, no one likes you!",18,Twitter,0.66,1
8864,"You're so ugly, no one likes you!",12,Twitter,0.65,1
8865,That's a cool picture!,17,Twitter,0.28,0
8866,"Nice post! Just kidding, it's terrible.",10,Snapchat,0.85,1
8867,"You're such a loser, go away!",14,Twitter,0.87,1
8868,"You're worthless, just disappear.",10,Snapchat,0.85,1
8869,I can't believe how dumb you are.,11,Facebook,0.71,1
8870,Nobody wants to be your friend.,16,TikTok,0.93,1
8871,Let's meet up this weekend.,10,TikTok,0.05,0
8872,Nobody wants to be your friend.,10,Snapchat,0.83,1
8873,"You're worthless, just disappear.",18,Snapchat,0.77,1
8874,"Hey, how's your day going?",13,Facebook,0.15,0
8875,"You're so ugly, no one likes you!",13,Snapchat,0.61,1
8876,"You're worthless, just disappear.",17,Facebook,0.81,1
8877,Good luck on your exam tomorrow!,15,TikTok,0.14,0
8878,Let's meet up this weekend.,10,Instagram,0.01,0
8879,That's a cool picture!,12,Instagram,0.31,0
8880,"Nice post! Just kidding, it's terrible.",14,Facebook,0.65,1
8881,"You're worthless, just disappear.",14,Twitter,0.7,1
8882,"You're so ugly, no one likes you!",12,Snapchat,0.93,1
8883,I love your new post!,12,Snapchat,0.04,0
8884,I love your new post!,10,TikTok,0.12,0
8885,"Nice post! Just kidding, it's terrible.",18,Snapchat,0.94,1
8886,"You're such a loser, go away!",15,Facebook,0.67,1
8887,Happy birthday! Hope you have a great day.,18,TikTok,0.29,0
8888,I can't believe how dumb you are.,14,Snapchat,0.85,1
8889,That's a cool picture!,13,Snapchat,0.28,0
8890,Let's meet up this weekend.,12,Instagram,0.27,0
8891,Let's meet up this weekend.,14,TikTok,0.12,0
8892,Good luck on your exam tomorrow!,12,Snapchat,0.16,0
8893,"That was a fun game, well played!",11,Twitter,0.19,0
8894,"That was a fun game, well played!",15,TikTok,0.08,0
8895,"You're worthless, just disappear.",11,Facebook,0.59,1
8896,"Nice post! Just kidding, it's terrible.",13,Instagram,0.75,1
8897,"Hey, how's your day going?",16,Twitter,0.28,0
8898,"Hey, how's your day going?",11,Snapchat,0.01,0
8899,"Nice post! Just kidding, it's terrible.",16,Facebook,0.61,1
8900,"You're worthless, just disappear.",11,TikTok,0.77,1
8901,I can't believe how dumb you are.,14,Twitter,0.63,1
8902,"Hey, how's your day going?",15,Instagram,0.1,0
8903,"That was a fun game, well played!",17,TikTok,0.09,0
8904,"You're worthless, just disappear.",16,Snapchat,0.52,1
8905,Let's meet up this weekend.,11,Facebook,0.24,0
8906,That's a cool picture!,10,TikTok,0.35,0
8907,"That was a fun game, well played!",17,Twitter,0.21,0
8908,"You're worthless, just disappear.",12,TikTok,0.59,1
8909,Let's meet up this weekend.,12,Twitter,0.19,0
8910,You should just quit social media.,12,Snapchat,0.98,1
8911,"That was a fun game, well played!",13,Instagram,0.38,0
8912,"Hey, how's your day going?",16,TikTok,0.03,0
8913,I can't believe how dumb you are.,15,Instagram,0.97,1
8914,Nobody wants to be your friend.,17,Facebook,0.9,1
8915,I love your new post!,18,Facebook,0.2,0
8916,I love your new post!,17,Snapchat,0.26,0
8917,"That was a fun game, well played!",12,Instagram,0.19,0
8918,Good luck on your exam tomorrow!,17,TikTok,0.17,0
8919,"Hey, how's your day going?",13,Twitter,0.12,0
8920,That's a cool picture!,16,Instagram,0.06,0
8921,"That was a fun game, well played!",12,Snapchat,0.36,0
8922,You should just quit social media.,11,Twitter,0.54,1
8923,"Nice post! Just kidding, it's terrible.",11,Facebook,0.54,1
8924,"You're worthless, just disappear.",15,Instagram,0.99,1
8925,"You're such a loser, go away!",16,Twitter,0.97,1
8926,Nobody wants to be your friend.,15,Twitter,0.67,1
8927,"Nice post! Just kidding, it's terrible.",18,Facebook,0.99,1
8928,Happy birthday! Hope you have a great day.,14,Snapchat,0.36,0
8929,"You're so ugly, no one likes you!",18,TikTok,0.6,1
8930,You should just quit social media.,16,Facebook,0.62,1
8931,"You're so ugly, no one likes you!",10,Facebook,0.66,1
8932,"Hey, how's your day going?",18,Snapchat,0.26,0
8933,"That was a fun game, well played!",18,Facebook,0.29,0
8934,"You're such a loser, go away!",17,Instagram,0.8,1
8935,I can't believe how dumb you are.,10,TikTok,0.95,1
8936,"Hey, how's your day going?",18,Snapchat,0.02,0
8937,"That was a fun game, well played!",16,Snapchat,0.32,0
8938,That's a cool picture!,11,Instagram,0.14,0
8939,Nobody wants to be your friend.,15,Instagram,0.59,1
8940,Good luck on your exam tomorrow!,15,TikTok,0.25,0
8941,"That was a fun game, well played!",16,Instagram,0.05,0
8942,That's a cool picture!,10,Facebook,0.31,0
8943,Good luck on your exam tomorrow!,11,Facebook,0.06,0
8944,Nobody wants to be your friend.,14,Snapchat,0.52,1
8945,Let's meet up this weekend.,11,Facebook,0.32,0
8946,"You're worthless, just disappear.",17,Facebook,0.7,1
8947,"You're so ugly, no one likes you!",18,Instagram,0.95,1
8948,"Hey, how's your day going?",11,Snapchat,0.14,0
8949,"You're such a loser, go away!",11,TikTok,0.82,1
8950,Good luck on your exam tomorrow!,11,Twitter,0.33,0
8951,"You're so ugly, no one likes you!",16,TikTok,0.7,1
8952,"Nice post! Just kidding, it's terrible.",13,Instagram,0.93,1
8953,Happy birthday! Hope you have a great day.,16,Facebook,0.04,0
8954,Let's meet up this weekend.,12,TikTok,0.01,0
8955,"You're worthless, just disappear.",14,Facebook,0.75,1
8956,I love your new post!,11,Twitter,0.16,0
8957,"Nice post! Just kidding, it's terrible.",11,TikTok,0.99,1
8958,You should just quit social media.,15,Instagram,0.73,1
8959,Happy birthday! Hope you have a great day.,14,Instagram,0.27,0
8960,Happy birthday! Hope you have a great day.,14,TikTok,0.03,0
8961,"Nice post! Just kidding, it's terrible.",17,Facebook,0.66,1
8962,Let's meet up this weekend.,13,TikTok,0.22,0
8963,"Hey, how's your day going?",16,TikTok,0.27,0
8964,Let's meet up this weekend.,14,Facebook,0.12,0
8965,"You're such a loser, go away!",13,Instagram,0.56,1
8966,Good luck on your exam tomorrow!,17,TikTok,0.16,0
8967,"You're worthless, just disappear.",17,TikTok,0.63,1
8968,Good luck on your exam tomorrow!,11,Instagram,0.32,0
8969,Nobody wants to be your friend.,14,Instagram,0.54,1
8970,Happy birthday! Hope you have a great day.,12,Snapchat,0.13,0
8971,"You're worthless, just disappear.",14,Instagram,0.72,1
8972,Happy birthday! Hope you have a great day.,16,Instagram,0.34,0
8973,"That was a fun game, well played!",11,TikTok,0.02,0
